              Open    High     Low   Close     Volume  3day_before_change
Date                                                                     
2020-09-16  439.87  449.35  435.36  449.23   13108774            1.205275
2020-09-15  436.56  461.94  430.70  449.76   96842100            1.211181
2020-09-14  380.95  420.00  373.30  419.62   83020600            1.145626
2020-09-11  381.94  382.50  360.50  372.72   60717500            1.128736
2020-09-10  386.21  398.99  360.56  371.34   84930600            0.887694
2020-09-09  356.60  369.00  341.51  366.28   79465800            0.899951
2020-09-08  356.00  368.74  329.88  330.21  115465700            0.738114
2020-09-04  402.81  428.00  372.02  418.32  110321900            0.880581
2020-09-03  407.23  431.80  402.00  407.00   87596100            0.816744
2020-09-02  478.99  479.04  405.12  447.37   96176100            1.010595
2020-09-01  502.14  502.49  470.51  475.05   90119400            1.060972
2020-08-31  444.61  500.14  440.11  498.32  118374400            1.157188
2020-08-28  459.02  463.70  437.30  442.68  100406000            1.093928
2020-08-27  436.09  459.12  428.50  447.75  118465000            1.111483
2020-08-26  412.00  433.20  410.73  430.63   71197000            1.050317
2020-08-25  394.98  405.59  393.60  404.67   53294500            1.010740
2020-08-24  425.26  425.80  385.50  402.84  100318000            1.072210
2020-08-21  408.95  419.10  405.01  410.00  107448000            1.086323
2020-08-20  372.14  404.40  371.41  400.37  103059000            1.090540
2020-08-19  373.00  382.20  368.24  375.71   61026500            1.138032
2020-08-18  379.80  384.78  369.02  377.42   82372500            1.164158
2020-08-17  335.40  369.17  334.57  367.13  101211500            1.180672
2020-08-14  333.00  333.76  325.33  330.14   62888000            1.201033
2020-08-13  322.20  330.24  313.45  324.20  102126500            1.142716
2020-08-12  294.00  317.00  287.00  310.95  109494000            1.070249
2020-08-11  279.20  284.00  273.00  274.88   43129000            0.922664
2020-08-10  289.60  291.50  277.17  283.71   37611500            0.955253
2020-08-07  299.91  299.95  283.00  290.54   44482000            0.976933
2020-08-06  298.17  303.46  295.45  297.92   29961500            1.003098
2020-08-05  298.60  299.97  293.66  297.00   24890000            1.037917
2020-08-04  299.00  305.48  292.40  297.40   42075000            0.999664
2020-08-03  289.84  301.96  288.88  297.00   44046500            0.990594
2020-07-31  303.00  303.41  284.20  286.15   61235000            0.969015
2020-07-30  297.60  302.65  294.20  297.50   38105000            0.966160
2020-07-29  300.20  306.96  297.40  299.82   47134500            1.057939
2020-07-28  300.80  312.94  294.88  295.30   79043500            0.975843
2020-07-27  287.00  309.59  282.60  307.92   80243500            0.966873
2020-07-24  283.20  293.00  273.31  283.40   96983000            0.903497
2020-07-23  335.79  337.80  296.15  302.61  121642500            0.920907
2020-07-22  319.80  325.28  312.40  318.47   70805500            1.060965
2020-07-21  327.99  335.00  311.60  313.67   80786500            1.045114
2020-07-20  303.80  330.00  297.60  328.60   85607000            1.062743
2020-07-17  302.69  307.50  298.00  300.17   46650000            0.989484
2020-07-16  295.43  306.34  293.20  300.13   71504000            1.002405
2020-07-15  308.60  310.00  291.40  309.20   81839000            1.000874
2020-07-14  311.20  318.00  286.20  303.36  117090500            1.087858
2020-07-13  331.80  359.00  294.22  299.41  194927000            1.096017
2020-07-10  279.20  309.78  275.20  308.93  116688000            1.111379
2020-07-09  279.40  281.71  270.26  278.86   58588000            1.016550
2020-07-08  281.00  283.45  262.27  273.18   81556500            1.130104
2020-07-07  281.00  285.90  267.34  277.97  107448500            1.241325
2020-07-06  255.34  275.56  253.21  274.32  102849500            1.270235
2020-07-02  244.30  245.60  237.12  241.73   86250500            1.197454
2020-07-01  216.60  227.07  216.10  223.93   66634500            1.166606
2020-06-30  201.30  217.54  200.75  215.96   84592500            1.095132
2020-06-29  193.80  202.00  189.70  201.87   45132000            1.050476
2020-06-26  198.96  199.00  190.97  191.95   44274500            0.958026
2020-06-25  190.85  197.20  187.43  197.20   46272500            0.991652
2020-06-24  198.82  200.18  190.63  192.17   54798000            0.959986
2020-06-23  199.78  202.40  198.80  200.36   31826500            0.997858
2020-06-22  199.99  201.78  198.00  198.86   31812000            1.002521
2020-06-19  202.56  203.19  198.27  200.18   43398500            1.019091
2020-06-18  200.60  203.84  198.89  200.79   48759500            1.013170
2020-06-17  197.54  201.00  196.51  198.36   49454000            1.060408
2020-06-16  202.37  202.58  192.48  196.43   70255500            1.009560
2020-06-15  183.56  199.77  181.70  198.18   78486000            0.966685
2020-06-12  196.00  197.60  182.52  187.06   83817000            0.994312
2020-06-11  198.04  203.79  194.40  194.57   79582500            1.024160
2020-06-10  198.38  205.50  196.50  205.01   92817000            1.157399
2020-06-09  188.00  190.89  184.79  188.13   56941000            1.088211
2020-06-08  183.80  190.00  181.83  189.98   70873500            1.075825
2020-06-05  175.57  177.30  173.24  177.13   39059500            1.004651
2020-06-04  177.98  179.15  171.69  172.88   44438500            0.962476
2020-06-03  177.62  179.59  176.02  176.59   39747500            1.057425
2020-06-02  178.94  181.73  174.20  176.31   67828000            1.094006
2020-06-01  171.60  179.80  170.82  179.62   74697500            1.094910
2020-05-29  161.75  167.00  160.84  167.00   59062500            1.019723
2020-05-28  162.70  164.95  160.34  161.16   36278000            0.986412
2020-05-27  164.17  165.54  157.00  164.05   57747500            0.991119
2020-05-26  166.90  166.92  163.14  163.77   40448500            1.004046
2020-05-22  164.43  166.36  162.40  163.38   49937500            1.011015
2020-05-21  163.20  166.50  159.20  165.52   61273000            1.017145
2020-05-20  164.10  165.20  162.36  163.11   36546500            1.020522
2020-05-19  163.03  164.41  161.22  161.60   48182500            1.005788
2020-05-18  165.56  166.94  160.78  162.73   58490500            1.028700
2020-05-15  158.07  161.01  157.31  159.83   52592000            0.987336
2020-05-14  156.00  160.67  152.80  160.67   68411000            0.990201
2020-05-13  164.17  165.20  152.66  158.19   95327500            0.965279
2020-05-12  165.40  168.66  161.60  161.88   79534500            1.037626
2020-05-11  158.10  164.80  157.00  162.26   82598000            1.036673
2020-05-08  158.75  164.80  157.40  163.88   80650500            1.066649
2020-05-07  155.44  159.28  154.47  156.01   57638500            1.024764
2020-05-06  155.30  157.96  152.22  156.52   55616000            1.115928
2020-05-05  157.96  159.78  152.44  153.64   84958500            0.982479
2020-05-04  140.20  152.40  139.60  152.24   96185500            0.950906
2020-05-01  151.00  154.55  136.61  140.26  162659000            0.911845
2020-04-30  171.04  173.96  152.70  156.38  142359500            0.978905
2020-04-29  158.03  160.64  156.63  160.10   81080000            1.103910
2020-04-28  159.13  161.00  151.34  153.82   76110000            1.089917
2020-04-27  147.52  159.90  147.00  159.75  103407000            1.091039
2020-04-24  142.16  146.15  139.64  145.03   66188000            1.055992
2020-04-23  145.52  146.80  140.63  141.13   66183500            0.945468
2020-04-22  140.80  146.80  137.74  146.42   71124000            0.971084
2020-04-21  146.02  150.67  134.76  137.34  101045500            0.921498
2020-04-20  146.54  153.11  142.44  149.27   73733000            1.022607
2020-04-17  154.46  154.99  149.53  150.78   65641000            1.061981
2020-04-16  143.39  151.89  141.34  149.04  103289500            1.144788
2020-04-15  148.40  150.63  142.00  145.97  117885000            1.273735
2020-04-14  139.79  148.38  138.49  141.98  152882500            1.293432
2020-04-13  118.03  130.40  116.11  130.19  112377000            1.193418
2020-04-09  112.42  115.04  111.42  114.60   68250000            1.109927
2020-04-08  110.84  111.44  106.67  109.77   63280000            1.143437
2020-04-07  109.00  113.00  106.47  109.09   89599000            1.200242
2020-04-06  102.24  104.20   99.59  103.25   74509000            1.072059
2020-04-03  101.90  103.10   93.68   96.00  112810500            0.916031
2020-04-02   96.21   98.85   89.28   90.89   99292000            0.905008
2020-04-01  100.80  102.79   95.02   96.31   66766000            0.936230
2020-03-31  100.25  108.59   99.40  104.80   88857500            0.992142
2020-03-30  102.05  103.33   98.25  100.43   59990500            0.931201
2020-03-27  101.00  105.16   98.81  102.87   71887000            1.018515
2020-03-26  109.48  112.00  102.45  105.63   86903500            1.216095
2020-03-25  109.05  111.40  102.22  107.85  106113500            1.261256
2020-03-24   95.46  102.74   94.80  101.00  114476000            1.180872
2020-03-23   86.72   88.40   82.10   86.86   82272500            1.202381
2020-03-20   87.64   95.40   85.16   85.51  141427500            0.993840
2020-03-19   74.94   90.40   71.69   85.53  150977500            0.960903
2020-03-18   77.80   80.97   70.10   72.24  118931000            0.660812
2020-03-17   88.00   94.37   79.20   86.04  119973000            0.767461
2020-03-16   93.90   98.97   88.43   89.01   20351900            0.701695
2020-03-13  119.00  121.51  100.40  109.32   22640300            0.846982
2020-03-12  116.18  118.90  109.25  112.11   18909100            0.921957
2020-03-11  128.04  130.72  122.60  126.85   13322500            0.901564
2020-03-10  131.89  133.60  121.60  129.07   15594400            0.890691
2020-03-09  121.08  132.60  121.00  121.60   17073700            0.811207
2020-03-06  138.00  141.40  136.85  140.70   12662900            0.943662
2020-03-05  144.75  149.15  143.61  144.91   10852700            0.974381
2020-03-04  152.79  153.30  144.95  149.90   15049000            1.122006
2020-03-03  161.00  161.40  143.22  149.10   25784000            1.097938
2020-03-02  142.25  148.74  137.33  148.72   20195000            0.954802
2020-02-28  125.94  138.10  122.30  133.60   24564200            0.835104
2020-02-27  146.00  147.95  133.80  135.80  121386000            0.814344
2020-02-26  156.50  162.66  155.22  155.76   70427500            0.864373
2020-02-25  169.80  171.32  157.40  159.98   86452500            0.889371
2020-02-24  167.80  172.70  164.44  166.76   75961000            0.908873
2020-02-21  181.40  182.61  176.09  180.20   71574000            1.049627
2020-02-20  182.39  182.40  171.99  179.88   88174500            1.124180
2020-02-19  184.70  188.96  180.20  183.48  127115000            1.141045
2020-02-18  168.32  172.00  166.47  171.68   81908500            1.118728
2020-02-14  157.44  162.59  157.10  160.01   78468500            1.033122
2020-02-13  148.37  163.60  147.00  160.80  131446500            1.042396
2020-02-12  155.57  157.95  152.67  153.46   60112500            1.025734
2020-02-11  153.76  156.70  151.60  154.88   58487500            1.033981
2020-02-10  160.00  164.00  150.48  154.26  123446000            1.049816
2020-02-07  146.11  153.95  146.00  149.61   85317500            0.843301
2020-02-06  139.98  159.17  137.40  149.79  199404000            0.960192
2020-02-05  164.65  169.20  140.82  146.94  242119000            1.129352
2020-02-04  176.59  193.80  166.78  177.41  304694000            1.384285
2020-02-03  134.74  157.23  134.70  156.00  236167500            1.342513
2020-01-31  128.00  130.60  126.50  130.11   78596500            1.147557
2020-01-30  126.48  130.18  123.60  128.16  145028500            1.148387
2020-01-29  115.14  117.96  113.49  116.20   89007500            1.028683
2020-01-28  113.70  115.36  111.62  113.38   58942500            0.990738
2020-01-27  108.40  112.89  107.86  111.60   68040500            0.979721
2020-01-24  114.13  114.77  110.85  112.96   71768000            1.032164
2020-01-23  112.85  116.40  111.12  114.44   98255000            1.120862
2020-01-22  114.38  118.90  111.82  113.91  156845000            1.109153
2020-01-21  106.05  109.72  105.68  109.44   89017500            1.055352
2020-01-17  101.52  103.13  100.63  102.10   68145500            0.949061
2020-01-16   98.75  102.89   98.43  102.70  108683500            0.978375
2020-01-15  105.95  107.57  103.36  103.70   86844000            1.084388
2020-01-14  108.85  109.48  104.98  107.58  144981000            1.117482
2020-01-13   98.70  105.13   98.40  104.97  132588000            1.066443
2020-01-10   96.36   96.99   94.74   95.63   64797500            1.019401
2020-01-09   99.42   99.76   94.57   96.27  142202000            1.065995
2020-01-08   94.74   99.70   93.65   98.43  155721500            1.110948
2020-01-07   92.28   94.33   90.67   93.81   89410500            1.090180
2020-01-06   88.09   90.31   88.00   90.31   50665000            1.079359
2020-01-03   88.10   90.80   87.38   88.60   88892500            1.068242
2020-01-02   84.90   86.14   84.34   86.05   47660500            0.999651
2019-12-31   81.00   84.26   80.42   83.67   51428500            0.970762
2019-12-30   85.76   85.80   81.85   82.94   62932000            0.975191
2019-12-27   87.00   87.06   85.22   86.08   49728500            1.026718
2019-12-26   85.58   86.70   85.27   86.19   53169500            1.062500
2019-12-24   83.67   85.09   82.54   85.05   40273500            1.052469
2019-12-23   82.36   84.40   82.00   83.84   66598000            1.066260
2019-12-20   82.06   82.60   80.04   81.12   73763500            1.070185
2019-12-19   79.46   81.37   79.30   80.81   90535500            1.059109
2019-12-18   76.13   79.04   76.12   78.63   70605000            1.096959
2019-12-17   75.80   77.10   75.18   75.80   42484000            1.053656
2019-12-16   72.51   76.72   72.50   76.30   90871000            1.081656
2019-12-13   72.21   73.04   70.93   71.68   32854500            1.027376
2019-12-12   70.98   72.55   70.65   71.94   38819500            1.059343
2019-12-11   70.38   71.44   70.22   70.54   34489000            1.050015
2019-12-10   67.99   70.15   67.86   69.77   44141500            1.056001
2019-12-09   67.32   68.89   67.02   67.91   45115500            1.019517
2019-12-06   67.00   67.77   66.95   67.18   38062000            0.999108
2019-12-05   66.57   66.88   65.45   66.07   18623000            0.986561
2019-12-04   67.55   67.57   66.57   66.61   27665000            1.009395
2019-12-03   66.52   67.58   66.44   67.24   32868500            1.014790
